ref_area,indicator,source,classif1,classif2,time,obs_value,note_indicator,note_source
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2019,2.6,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2019,1.9,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2019,2.6,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2019,3.3,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2018,2.2,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2018,1.1,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2018,2.4,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2018,3.2,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2017,2.1,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2017,1.1,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2017,2.4,I33:5717,S16:5840
CRI,FOW_TVOL_AGE_VOL_RT,BA:12883,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2017,2.2,I33:5717,S16:5840
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,7.2,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,2.6,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,5.6,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,1.9,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,8.1,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,3,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,4.9,,S16:5832_T2:85
CYP,FOW_TVOL_AGE_VOL_RT,BB:459,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,2.1,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,12.2,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,16.6,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,13.9,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,19.2,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,12.8,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,17.4,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,9.4,,S16:5832_T2:85
CZE,FOW_TVOL_AGE_VOL_RT,BB:301,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,12.8,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,28.6,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,11.4,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,28.1,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,7.8,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,27.8,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,10.6,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,31.1,,S16:5832_T2:85
DEU,FOW_TVOL_AGE_VOL_RT,BB:5863,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,15.3,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,38.7,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,41.8,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,40.2,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,34.9,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,39.8,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,44.7,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,34.7,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BB:3070,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,38.3,,S16:5832_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2020,27,I33:5716,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2020,26,I33:5716,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2020,27,I33:5716,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2020,28,I33:5716,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2019,33,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2019,33,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2019,32.4,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2019,37.1,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2018,33,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2018,29,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2018,33.3,,S16:5846_T2:85
DNK,FOW_TVOL_AGE_VOL_RT,BX:15949,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2018,36.5,,S16:5846_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,10.7,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,10.6,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,11.1,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,10.5,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,11.2,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,11.5,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,9,,S16:5832_T2:85
ESP,FOW_TVOL_AGE_VOL_RT,BB:3071,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,8,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,16.4,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,25.5,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,22.9,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,27.6,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,17.6,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,27.7,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,9.5,,S16:5832_T2:85
EST,FOW_TVOL_AGE_VOL_RT,BB:44,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,17.6,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,34.1,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,74.2,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,28.7,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,77.3,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,37.5,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,80.3,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,28,,S16:5832_T2:85
FIN,FOW_TVOL_AGE_VOL_RT,BB:6210,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,57,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,23,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,23.3,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,21.5,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,19.1,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,23.6,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,24.1,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,22.3,,S16:5832_T2:85
FRA,FOW_TVOL_AGE_VOL_RT,BB:3067,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,23.4,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2015,23.3,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2015,19.2,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2015,24.5,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2015,20.5,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2015,22.7,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2015,18.5,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2015,24.5,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BB:3056,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2015,20.6,,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2021,62.2,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2021,29.9,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2021,54.2,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2021,60.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2021,31.1,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2021,49.3,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2021,63.9,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2021,30.3,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2021,55.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2021,58.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2021,28.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2021,53,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2020,63.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2020,37.2,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2020,53,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2020,63,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2020,39.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2020,48.4,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2020,63.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2020,36.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2020,52.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2020,63.9,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2020,37.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2020,56.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2019,62.4,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2019,35.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2019,51.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2019,58.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2019,34.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2019,46,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2019,62.9,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2019,35.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2019,51.3,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2019,63.4,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2019,35.2,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2019,56.1,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2018,64,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2018,37.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2018,52.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2018,61.1,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2018,38.9,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2018,48.7,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2018,64.1,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_ORG,2018,37.3,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_DIRECT,2018,52.4,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_TOTAL,2018,65.5,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_ORG,2018,37.4,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_YGE65,VOL_TYPE_DIRECT,2018,56.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_TOTAL,2017,62.7,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_ORG,2017,37.2,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_TOTAL,VOL_TYPE_DIRECT,2017,51.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_TOTAL,2017,62.8,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_ORG,2017,37.6,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y15-24,VOL_TYPE_DIRECT,2017,49,I33:5716,S16:5832_T2:85
GBR,FOW_TVOL_AGE_VOL_RT,BX:16074,AGE_AGGREGATE_Y25-64,VOL_TYPE_TOTAL,2017,61.6,I33:5716,S16:5832_T2:85
